Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","2","Afghanistan","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","0.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","0.42","Fc","Calculated data"
"FBS","Food Balances (2010-)","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","0.42","Fc","Calculated data"
"FBS","Food Balances (2010-)","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","0.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","2","Afghanistan","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","0.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","16","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","12","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","21","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","12","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","22","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5911","Export Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5911","Export Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5911","Export Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","34","S","Standardized data"
"FBS","Food Balances (2010-)","3","Albania","5301","Domestic supply quantity","2734","Poultry Meat","2016","2016","1000 tonnes","39","S","Standardized data"
"FBS","Food Balances (2010-)","3","Albania","5301","Domestic supply quantity","2734","Poultry Meat","2017","2017","1000 tonnes","33","S","Standardized data"
"FBS","Food Balances (2010-)","3","Albania","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","27","S","Standardized data"
"FBS","Food Balances (2010-)","3","Albania","5301","Domestic supply quantity","2734","Poultry Meat","2019","2019","1000 tonnes","34","S","Standardized data"
"FBS","Food Balances (2010-)","3","Albania","5170","Residuals","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5170","Residuals","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5170","Residuals","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5170","Residuals","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5170","Residuals","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5142","Food","2734","Poultry Meat","2015","2015","1000 tonnes","34","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5142","Food","2734","Poultry Meat","2016","2016","1000 tonnes","39","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5142","Food","2734","Poultry Meat","2017","2017","1000 tonnes","33","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5142","Food","2734","Poultry Meat","2018","2018","1000 tonnes","27","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","5142","Food","2734","Poultry Meat","2019","2019","1000 tonnes","34","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","3","Albania","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","11.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","13.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","11.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","9.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2019","2019","kg","11.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2015","2015","kcal/capita/day","62","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","70","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","59","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","50","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","61","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","4.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","5.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","4.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","4.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","4.81","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","5.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","4.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","3","Albania","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","4.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","279","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","288","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","284","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","286","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","291","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","-31","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","-4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5911","Export Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5911","Export Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5911","Export Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5911","Export Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","311","S","Standardized data"
"FBS","Food Balances (2010-)","4","Algeria","5301","Domestic supply quantity","2734","Poultry Meat","2016","2016","1000 tonnes","294","S","Standardized data"
"FBS","Food Balances (2010-)","4","Algeria","5301","Domestic supply quantity","2734","Poultry Meat","2017","2017","1000 tonnes","286","S","Standardized data"
"FBS","Food Balances (2010-)","4","Algeria","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","286","S","Standardized data"
"FBS","Food Balances (2010-)","4","Algeria","5301","Domestic supply quantity","2734","Poultry Meat","2019","2019","1000 tonnes","287","S","Standardized data"
"FBS","Food Balances (2010-)","4","Algeria","5170","Residuals","2734","Poultry Meat","2015","2015","1000 tonnes","-1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5170","Residuals","2734","Poultry Meat","2016","2016","1000 tonnes","-1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5170","Residuals","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5170","Residuals","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5170","Residuals","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5142","Food","2734","Poultry Meat","2015","2015","1000 tonnes","312","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5142","Food","2734","Poultry Meat","2016","2016","1000 tonnes","294","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5142","Food","2734","Poultry Meat","2017","2017","1000 tonnes","286","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5142","Food","2734","Poultry Meat","2018","2018","1000 tonnes","286","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","5142","Food","2734","Poultry Meat","2019","2019","1000 tonnes","287","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","4","Algeria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","7.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","7.26","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","6.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","6.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2019","2019","kg","6.67","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2015","2015","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","25","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","24","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","23","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","23","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","2.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","2.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","2.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","2.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","1.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","1.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","1.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","4","Algeria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","1.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","7","Angola","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","40","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","41","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","49","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","233","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","217","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","277","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","335","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","278","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5911","Export Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5911","Export Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5911","Export Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","7","Angola","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","272","S","Standardized data"
